Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
1,1620943630777,13/05/2021 22:07:10,1620943630630,-7,13/05/2021 15:07:10,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x578,,Demographic Questionnaire,4,No,BEGIN QUESTIONNAIRE,
2,1620943648758,13/05/2021 22:07:28,1620943648631,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,gender-demo-q,Male
3,1620943648946,13/05/2021 22:07:28,1620943648633,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,gender-demo-q-quantised,1
4,1620943648946,13/05/2021 22:07:28,1620943648633,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,gender-demo-q-text,
5,1620943648946,13/05/2021 22:07:28,1620943648633,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,hand-demo-q,I use both equally
6,1620943648946,13/05/2021 22:07:28,1620943648633,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,hand-demo-q-quantised,3
7,1620943648946,13/05/2021 22:07:28,1620943648634,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,glasses-demo-q,No
8,1620943648946,13/05/2021 22:07:28,1620943648634,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,glasses-demo-q-quantised,2
9,1620943648946,13/05/2021 22:07:28,1620943648634,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,ethnicity-demo-q,Asian
10,1620943648946,13/05/2021 22:07:28,1620943648634,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,ethnicity-demo-q-quantised,1
11,1620943648946,13/05/2021 22:07:28,1620943648635,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,ethnicity-demo-q-text,
12,1620943648946,13/05/2021 22:07:28,1620943648635,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,education-demo-q,Undergraduate degree
13,1620943648946,13/05/2021 22:07:28,1620943648635,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,education-demo-q-quantised,4
14,1620943648946,13/05/2021 22:07:28,1620943648635,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,age-demo-q,24-29
15,1620943648946,13/05/2021 22:07:28,1620943648635,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,age-demo-q-quantised,2
16,1620943648946,13/05/2021 22:07:28,1620943648635,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,colorblind-demo-q,No - I rarely mistake one color for another
17,1620943648946,13/05/2021 22:07:28,1620943648635,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,colorblind-demo-q-quantised,3
18,1620943648946,13/05/2021 22:07:28,1620943648635,-7,13/05/2021 15:07:28,49397,6,questionnaire-qtq4,,12670360,5e416e22fb96eb000b3fe2a8,3822481,,complete,,609d9fd37d661fa9aca5382e,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1263x578,,Demographic Questionnaire,4,No,END QUESTIONNAIRE,18005
1,1620942925816,13/05/2021 21:55:25,1620942926450,-4,13/05/2021 17:55:26,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x1080,,Demographic Questionnaire,4,No,BEGIN QUESTIONNAIRE,
2,1620942941970,13/05/2021 21:55:41,1620942942618,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,gender-demo-q,Male
3,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,gender-demo-q-quantised,1
4,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,gender-demo-q-text,
5,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,hand-demo-q,Right
6,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,hand-demo-q-quantised,2
7,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,glasses-demo-q,No
8,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,glasses-demo-q-quantised,2
9,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,ethnicity-demo-q,Caucasian
10,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,ethnicity-demo-q-quantised,3
11,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,ethnicity-demo-q-text,
12,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,education-demo-q,High school degree
13,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,education-demo-q-quantised,2
14,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,age-demo-q,18-24
15,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,age-demo-q-quantised,1
16,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,colorblind-demo-q,No - I rarely mistake one color for another
17,1620942942095,13/05/2021 21:55:42,1620942942619,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,colorblind-demo-q-quantised,3
18,1620942942095,13/05/2021 21:55:42,1620942942620,-4,13/05/2021 17:55:42,49397,6,questionnaire-qtq4,,12670173,609bf5487849aca88f4fdc07,3822388,,complete,,609d9c2ddf39e6bbd10d0ae2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x1080,,Demographic Questionnaire,4,No,END QUESTIONNAIRE,16170
1,1620942681857,13/05/2021 21:51:21,1620942681713,-4,13/05/2021 17:51:21,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,BEGIN QUESTIONNAIRE,
2,1620942703534,13/05/2021 21:51:43,1620942703454,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,gender-demo-q,Male
3,1620942703706,13/05/2021 21:51:43,1620942703457,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,gender-demo-q-quantised,1
4,1620942703706,13/05/2021 21:51:43,1620942703458,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,gender-demo-q-text,
5,1620942703706,13/05/2021 21:51:43,1620942703458,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,hand-demo-q,Right
6,1620942703706,13/05/2021 21:51:43,1620942703458,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,hand-demo-q-quantised,2
7,1620942703706,13/05/2021 21:51:43,1620942703458,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,glasses-demo-q,No
8,1620942703706,13/05/2021 21:51:43,1620942703458,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,glasses-demo-q-quantised,2
9,1620942703706,13/05/2021 21:51:43,1620942703459,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,ethnicity-demo-q,Asian
10,1620942703706,13/05/2021 21:51:43,1620942703459,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,ethnicity-demo-q-quantised,1
11,1620942703706,13/05/2021 21:51:43,1620942703459,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,ethnicity-demo-q-text,
12,1620942703706,13/05/2021 21:51:43,1620942703460,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,education-demo-q,Graduate degree
13,1620942703706,13/05/2021 21:51:43,1620942703460,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,education-demo-q-quantised,6
14,1620942703706,13/05/2021 21:51:43,1620942703460,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,age-demo-q,30-35
15,1620942703706,13/05/2021 21:51:43,1620942703460,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,age-demo-q-quantised,3
16,1620942703706,13/05/2021 21:51:43,1620942703460,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,colorblind-demo-q,No - I never mistake one color for another
17,1620942703706,13/05/2021 21:51:43,1620942703461,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,colorblind-demo-q-quantised,4
18,1620942703706,13/05/2021 21:51:43,1620942703461,-4,13/05/2021 17:51:43,49397,6,questionnaire-qtq4,,12670078,5f16f96f65243c01ecdda75c,3822391,,complete,,609d9c451cdc16106fa64896,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 90.0.4430.93,1280x800,1280x689,,Demographic Questionnaire,4,No,END QUESTIONNAIRE,21748
1,1620937256868,13/05/2021 20:20:56,1620937256757,-5,13/05/2021 15:20:56,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Demographic Questionnaire,4,No,BEGIN QUESTIONNAIRE,
2,1620937336476,13/05/2021 20:22:16,1620937336388,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,gender-demo-q,Male
3,1620937336665,13/05/2021 20:22:16,1620937336389,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,gender-demo-q-quantised,1
4,1620937336665,13/05/2021 20:22:16,1620937336389,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,gender-demo-q-text,
5,1620937336665,13/05/2021 20:22:16,1620937336389,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,hand-demo-q,Right
6,1620937336665,13/05/2021 20:22:16,1620937336389,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,hand-demo-q-quantised,2
7,1620937336665,13/05/2021 20:22:16,1620937336389,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,glasses-demo-q,No
8,1620937336665,13/05/2021 20:22:16,1620937336389,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,glasses-demo-q-quantised,2
9,1620937336665,13/05/2021 20:22:16,1620937336389,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,ethnicity-demo-q,Caucasian
10,1620937336665,13/05/2021 20:22:16,1620937336389,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,ethnicity-demo-q-quantised,3
11,1620937336665,13/05/2021 20:22:16,1620937336389,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,ethnicity-demo-q-text,
12,1620937336665,13/05/2021 20:22:16,1620937336389,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,education-demo-q,Some college
13,1620937336665,13/05/2021 20:22:16,1620937336389,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,education-demo-q-quantised,3
14,1620937336665,13/05/2021 20:22:16,1620937336389,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,age-demo-q,18-24
15,1620937336665,13/05/2021 20:22:16,1620937336390,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,age-demo-q-quantised,1
16,1620937336665,13/05/2021 20:22:16,1620937336390,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,colorblind-demo-q,No - I never mistake one color for another
17,1620937336665,13/05/2021 20:22:16,1620937336390,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,colorblind-demo-q-quantised,4
18,1620937336665,13/05/2021 20:22:16,1620937336390,-5,13/05/2021 15:22:16,49397,6,questionnaire-qtq4,,12668470,5dcc90820a493f92d077d6ec,3821825,,complete,,609d861261505e5bd22df4b7,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1903x969,,Demographic Questionnaire,4,No,END QUESTIONNAIRE,79633
1,1620934245929,13/05/2021 19:30:45,1620934152044,-4,13/05/2021 15:29:12,49397,6,questionnaire-qtq4,,12667410,600f3bb4c3125f0d2a2f0d36,3821498,,complete,,609d78bede7e7a19c4692394,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1366x768,1366x695,,Demographic Questionnaire,4,No,BEGIN QUESTIONNAIRE,
2,1620934273840,13/05/2021 19:31:13,1620934179552,-4,13/05/2021 15:29:39,49397,6,questionnaire-qtq4,,12667410,600f3bb4c3125f0d2a2f0d36,3821498,,complete,,609d78bede7e7a19c4692394,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1366x768,1349x695,,Demographic Questionnaire,4,No,gender-demo-q,Female
3,1620934274133,13/05/2021 19:31:14,1620934179555,-4,13/05/2021 15:29:39,49397,6,questionnaire-qtq4,,12667410,600f3bb4c3125f0d2a2f0d36,3821498,,complete,,609d78bede7e7a19c4692394,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1366x768,1349x695,,Demographic Questionnaire,4,No,gender-demo-q-quantised,2
