Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
1,1618943656066,20/04/2021 18:34:16,1618943603079,1,20/04/2021 19:33:23,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1366x657,,Demographic Questionnaire,4,No,BEGIN QUESTIONNAIRE,
2,1618943683341,20/04/2021 18:34:43,1618943630292,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,gender-demo-q,Male
3,1618943683904,20/04/2021 18:34:43,1618943630294,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,gender-demo-q-quantised,1
4,1618943683904,20/04/2021 18:34:43,1618943630294,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,gender-demo-q-text,
5,1618943683904,20/04/2021 18:34:43,1618943630294,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,hand-demo-q,Left
6,1618943683904,20/04/2021 18:34:43,1618943630294,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,hand-demo-q-quantised,1
7,1618943683904,20/04/2021 18:34:43,1618943630295,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,glasses-demo-q,No
8,1618943683904,20/04/2021 18:34:43,1618943630295,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,glasses-demo-q-quantised,2
9,1618943683904,20/04/2021 18:34:43,1618943630295,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,ethnicity-demo-q,African-American
10,1618943683904,20/04/2021 18:34:43,1618943630295,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,ethnicity-demo-q-quantised,2
11,1618943683904,20/04/2021 18:34:43,1618943630295,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,ethnicity-demo-q-text,
12,1618943683904,20/04/2021 18:34:43,1618943630296,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,education-demo-q,Graduate degree
13,1618943683904,20/04/2021 18:34:43,1618943630296,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,education-demo-q-quantised,6
14,1618943683904,20/04/2021 18:34:43,1618943630296,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,age-demo-q,24-29
15,1618943683904,20/04/2021 18:34:43,1618943630296,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,age-demo-q-quantised,2
16,1618943683904,20/04/2021 18:34:43,1618943630297,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,colorblind-demo-q,No - I never mistake one color for another
17,1618943683904,20/04/2021 18:34:43,1618943630297,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,colorblind-demo-q-quantised,4
18,1618943683904,20/04/2021 18:34:43,1618943630297,1,20/04/2021 19:33:50,49397,5,questionnaire-qtq4,,12047827,6040a9e00259d12d4091b828,3643746,,complete,,607f12d50496d2c7573b9b9e,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,,Demographic Questionnaire,4,No,END QUESTIONNAIRE,27218
END OF FILE
